Orthogroup	YEAST	MOUSE
OG0003867	YEAST03558	MOUSE35425
OG0003868	YEAST01448	MOUSE23872, MOUSE23869, MOUSE23871, MOUSE23870
OG0003869	YEAST02771	MOUSE05547
OG0003875	YEAST05070	MOUSE27194, MOUSE27195
OG0003876	YEAST02423	MOUSE32588, MOUSE32587
OG0003879	YEAST00463	MOUSE51723, MOUSE51724, MOUSE51725
OG0003881	YEAST03851	MOUSE34941, MOUSE34940, MOUSE34939
OG0003882	YEAST03663	MOUSE39472, MOUSE39470, MOUSE39471
OG0003886	YEAST06023	MOUSE05592, MOUSE05590, MOUSE05588, MOUSE05593, MOUSE24488, MOUSE24487
OG0003887	YEAST00028	MOUSE46306, MOUSE46305, MOUSE30820
OG0003893	YEAST05028	MOUSE27805, MOUSE27806, MOUSE27807
OG0003897	YEAST01270	MOUSE22869, MOUSE22871
OG0003899	YEAST04954	MOUSE32512, MOUSE32510, MOUSE32509, MOUSE32511
OG0003904	YEAST01732	MOUSE19671, MOUSE19672, MOUSE19670, MOUSE44859, MOUSE44858, MOUSE44857, MOUSE44860
OG0003907	YEAST02999, YEAST02288	MOUSE48274, MOUSE48273
OG0003908	YEAST01362	MOUSE48727
OG0003908	YEAST06330	MOUSE01976
OG0003910	YEAST03780	MOUSE00455, MOUSE00454, MOUSE33951
OG0003911	YEAST00032	MOUSE28427, MOUSE28428, MOUSE28429, MOUSE28430
OG0003913	YEAST03258	MOUSE37139, MOUSE37140, MOUSE37141
OG0003918	YEAST00058	MOUSE03352, MOUSE03353, MOUSE36870, MOUSE36868, MOUSE36871
OG0003921	YEAST06181	MOUSE21508, MOUSE21507, MOUSE21511, MOUSE21509, MOUSE21510
OG0003926	YEAST04138	MOUSE34485
OG0003929	YEAST04489, YEAST01422	MOUSE49806, MOUSE49805
OG0003930	YEAST03969	MOUSE01906, MOUSE01907
OG0003931	YEAST01142	MOUSE54521, MOUSE54520, MOUSE15104, MOUSE15103
OG0003934	YEAST00084	MOUSE42153, MOUSE42147, MOUSE42150, MOUSE42152, MOUSE42146, MOUSE42144, MOUSE42151, MOUSE42149, MOUSE42145, MOUSE42148
OG0003938	YEAST01566, YEAST05133	MOUSE44129, MOUSE44122, MOUSE44123, MOUSE44128, MOUSE21304, MOUSE44124, MOUSE44119
OG0003939	YEAST03211	MOUSE08650, MOUSE08652, MOUSE08651
OG0003944	YEAST01186	MOUSE15418, MOUSE15417
OG0003946	YEAST03220	MOUSE21095, MOUSE36215, MOUSE36213, MOUSE36214
OG0003947	YEAST06266, YEAST05428	MOUSE35867, MOUSE35865
OG0003949	YEAST01888	MOUSE00545, MOUSE00544
OG0003950	YEAST01409	MOUSE46969, MOUSE46968, MOUSE46965, MOUSE46966, MOUSE46967, MOUSE46964
OG0003954	YEAST02764	MOUSE13604, MOUSE13605, MOUSE06634
OG0003955	YEAST03951	MOUSE54923, MOUSE54922, MOUSE48233
OG0003959	YEAST02778	MOUSE25457, MOUSE25458, MOUSE25459
OG0003961	YEAST01991	MOUSE33639
OG0003967	YEAST05935	MOUSE46011, MOUSE46010
OG0003969	YEAST02146	MOUSE11695, MOUSE11697, MOUSE11700, MOUSE11699, MOUSE11698, MOUSE11702, MOUSE11701, MOUSE11696
OG0003971	YEAST00520	MOUSE25243, MOUSE25244
OG0003972	YEAST06331	MOUSE28853, MOUSE28854, MOUSE28855
OG0003973	YEAST06329	MOUSE07129, MOUSE07128, MOUSE28069, MOUSE28068
OG0003978	YEAST03551, YEAST00942, YEAST05399	MOUSE39336, MOUSE39339, MOUSE39337, MOUSE39338, MOUSE21070, MOUSE02819
OG0003999	YEAST05604	MOUSE39639, MOUSE39638
OG0004000	YEAST06060	MOUSE53010, MOUSE53011
OG0004005	YEAST06216	MOUSE06870, MOUSE06869, MOUSE06871
OG0004007	YEAST01456	MOUSE33282, MOUSE13163, MOUSE13164
OG0004012	YEAST00755	MOUSE03422
OG0004017	YEAST03019	MOUSE46421, MOUSE46424, MOUSE46423, MOUSE46422, MOUSE46420
OG0004023	YEAST04349	MOUSE32124, MOUSE49371
OG0004027	YEAST03587	MOUSE02465, MOUSE02466, MOUSE05609, MOUSE05606, MOUSE05608, MOUSE05607
OG0004032	YEAST02562	MOUSE53862, MOUSE53861, MOUSE47636
OG0004033	YEAST02572	MOUSE49958, MOUSE49957, MOUSE07272, MOUSE07273
OG0004035	YEAST02134	MOUSE28209, MOUSE28210, MOUSE28211
OG0004037	YEAST03371	MOUSE23141, MOUSE23140
OG0004042	YEAST05578	MOUSE26985, MOUSE26987, MOUSE26984, MOUSE26986
OG0004044	YEAST05367	MOUSE53246, MOUSE53244, MOUSE53243, MOUSE53245
OG0004047	YEAST02496	MOUSE06437, MOUSE06436
OG0004051	YEAST01772	MOUSE14877, MOUSE05205, MOUSE26476, MOUSE14875, MOUSE14876
OG0004052	YEAST03705	MOUSE48451
OG0004054	YEAST05576	MOUSE42806, MOUSE07135, MOUSE07132, MOUSE07133, MOUSE07131, MOUSE07134, MOUSE42809, MOUSE42808, MOUSE42807
OG0004056	YEAST05698	MOUSE10234
OG0004057	YEAST05620	MOUSE39232, MOUSE39229, MOUSE39230, MOUSE39231
OG0004059	YEAST00030	MOUSE42746, MOUSE42744, MOUSE42745, MOUSE42743
OG0004065	YEAST00772	MOUSE34851, MOUSE34850, MOUSE34848
OG0004067	YEAST02665	MOUSE22149
OG0004068	YEAST03461	MOUSE54651, MOUSE54993
OG0004071	YEAST02893	MOUSE23682, MOUSE17774, MOUSE17773, MOUSE17772, MOUSE32856
OG0004072	YEAST02440	MOUSE05860, MOUSE05861
OG0004075	YEAST02332	MOUSE46089
OG0004076	YEAST05461	MOUSE13543, MOUSE13542, MOUSE13544, MOUSE13541
OG0004079	YEAST04385	MOUSE29728, MOUSE29727, MOUSE29726
OG0004080	YEAST00812	MOUSE22574, MOUSE22576, MOUSE22573, MOUSE35471
OG0004082	YEAST00063, YEAST05409	MOUSE23097, MOUSE23096
OG0004090	YEAST02301, YEAST02021	MOUSE02539
OG0004091	YEAST04715	MOUSE20857
OG0004092	YEAST03564, YEAST06307	MOUSE08723, MOUSE08721, MOUSE08722, MOUSE05348, MOUSE05346, MOUSE05347
OG0004096	YEAST00160	MOUSE26584, MOUSE24020, MOUSE24022
OG0004097	YEAST05039	MOUSE30102, MOUSE07203, MOUSE54886, MOUSE12995
OG0004101	YEAST03547, YEAST02901	MOUSE05274, MOUSE05270, MOUSE05271, MOUSE05272, MOUSE05273
OG0004102	YEAST05787	MOUSE21029, MOUSE21028, MOUSE21027
OG0004103	YEAST05061	MOUSE28643
OG0004105	YEAST01700, YEAST01565	MOUSE13474, MOUSE13473, MOUSE13475
OG0004110	YEAST02825	MOUSE00785, MOUSE09563, MOUSE09564, MOUSE00786
OG0004113	YEAST02059	MOUSE40747, MOUSE40746, MOUSE40745
OG0004115	YEAST00325	MOUSE52504, MOUSE52502, MOUSE52501, MOUSE52503
OG0004116	YEAST00481	MOUSE50972, MOUSE50971
OG0004118	YEAST01855	MOUSE39262, MOUSE39263
OG0004119	YEAST02170	MOUSE43702, MOUSE43701
OG0004120	YEAST01953	MOUSE11158, MOUSE11156, MOUSE11157, MOUSE11159
OG0004123	YEAST04761	MOUSE50983, MOUSE50980, MOUSE50981, MOUSE50979, MOUSE50982
OG0004124	YEAST01139	MOUSE28810, MOUSE21577, MOUSE21578
OG0004127	YEAST06097	MOUSE21644, MOUSE21643, MOUSE21645, MOUSE21646
OG0004130	YEAST03149	MOUSE30313, MOUSE30312, MOUSE30314, MOUSE30315, MOUSE30306
OG0004134	YEAST05611	MOUSE36567
OG0004136	YEAST01084	MOUSE23425, MOUSE23427, MOUSE23423, MOUSE23424, MOUSE23426
OG0004142	YEAST05774	MOUSE48548, MOUSE48551, MOUSE48549, MOUSE48546, MOUSE48545
OG0004148	YEAST00867	MOUSE04779, MOUSE04772, MOUSE04780
OG0004150	YEAST04690	MOUSE53095, MOUSE53097, MOUSE53096, MOUSE53098
OG0004151	YEAST04284	MOUSE49543, MOUSE49544, MOUSE49542
OG0004153	YEAST05958, YEAST04386, YEAST00290	MOUSE19562
OG0004154	YEAST05587	MOUSE06794, MOUSE06793, MOUSE06792, MOUSE06791
OG0004158	YEAST03379	MOUSE23332, MOUSE23331, MOUSE23329, MOUSE35536, MOUSE35537
OG0004161	YEAST04124	MOUSE26104, MOUSE26106, MOUSE26105
OG0004162	YEAST04517	MOUSE38557, MOUSE38558, MOUSE38556, MOUSE38555, MOUSE38554
OG0004164	YEAST05923	MOUSE00812, MOUSE03436, MOUSE00811, MOUSE00815
OG0004166	YEAST00189	MOUSE47935, MOUSE47933, MOUSE47931, MOUSE47932, MOUSE47936, MOUSE47930, MOUSE47934, MOUSE47937
OG0004168	YEAST03028	MOUSE04507, MOUSE04508
OG0004169	YEAST05813	MOUSE06535, MOUSE06534, MOUSE06536
OG0004170	YEAST05906	MOUSE44201, MOUSE44200, MOUSE44203, MOUSE44205, MOUSE44204
OG0004171	YEAST04501	MOUSE43265, MOUSE43264
OG0004179	YEAST01050	MOUSE15065, MOUSE03901
OG0004181	YEAST03406	MOUSE36500, MOUSE36498, MOUSE36497, MOUSE36501, MOUSE36499
OG0004182	YEAST03699	MOUSE16266
OG0004184	YEAST00127	MOUSE24469, MOUSE24468, MOUSE24467
OG0004186	YEAST04981	MOUSE08238, MOUSE08239, MOUSE24519
OG0004188	YEAST02761	MOUSE11735
OG0004198	YEAST02869, YEAST03548	MOUSE30465, MOUSE51798, MOUSE51799, MOUSE30466, MOUSE51800, MOUSE51797, MOUSE30464, MOUSE53159, MOUSE30467
OG0004215	YEAST04590	MOUSE04644, MOUSE04645
OG0004217	YEAST01257	MOUSE29608, MOUSE29607, MOUSE29605, MOUSE29609, MOUSE29606
OG0004219	YEAST00912	MOUSE26374, MOUSE26373, MOUSE26372, MOUSE26375
OG0004222	YEAST05826	MOUSE07263, MOUSE07265
OG0004230	YEAST02220	MOUSE51030
OG0004232	YEAST05931	MOUSE36556, MOUSE36555
OG0004236	YEAST05432	MOUSE03079, MOUSE03080, MOUSE03082, MOUSE03081, MOUSE03083
OG0004237	YEAST04445, YEAST04344	MOUSE30122
OG0004239	YEAST05144	MOUSE28573, MOUSE28574
OG0004243	YEAST00306	MOUSE05781, MOUSE05780
OG0004245	YEAST00859	MOUSE46663, MOUSE01753
OG0004248	YEAST03678	MOUSE28543, MOUSE28542
OG0004249	YEAST02740	MOUSE36763, MOUSE36762, MOUSE36761
OG0004250	YEAST05543	MOUSE07478, MOUSE07477, MOUSE07475, MOUSE07479, MOUSE07476
OG0004252	YEAST05178	MOUSE32135, MOUSE32137, MOUSE32136
OG0004254	YEAST03900	MOUSE47893, MOUSE47895, MOUSE47891, MOUSE47894, MOUSE47892
OG0004258	YEAST00665	MOUSE01268
OG0004259	YEAST03730	MOUSE51559, MOUSE51558, MOUSE51557, MOUSE51556
OG0004261	YEAST02564	MOUSE18953
OG0004262	YEAST02368	MOUSE07852, MOUSE07848, MOUSE07849, MOUSE07847, MOUSE07846, MOUSE07845, MOUSE07850, MOUSE07851
OG0004268	YEAST00496	MOUSE43767
OG0004269	YEAST04758	MOUSE21279
OG0004273	YEAST02547	MOUSE03740, MOUSE03739
OG0004278	YEAST00243	MOUSE32307, MOUSE32308
OG0004280	YEAST05895	MOUSE05845
OG0004282	YEAST02575, YEAST06242	MOUSE34385, MOUSE18208, MOUSE34384, MOUSE19008
OG0004283	YEAST04184	MOUSE36391, MOUSE36394, MOUSE36392, MOUSE36393, MOUSE36395
OG0004287	YEAST01708	MOUSE07179, MOUSE07178, MOUSE07180, MOUSE07181, MOUSE07182
OG0004289	YEAST05719	MOUSE11686
OG0004291	YEAST00852	MOUSE49955
OG0004292	YEAST02537	MOUSE22126
OG0004295	YEAST05946	MOUSE01536, MOUSE01537, MOUSE01535
OG0004297	YEAST01463	MOUSE17548, MOUSE17547
OG0004300	YEAST05309	MOUSE09385, MOUSE09382, MOUSE09383, MOUSE09381, MOUSE09384, MOUSE36925
OG0004301	YEAST03850	MOUSE20508, MOUSE20509
OG0004302	YEAST05203	MOUSE10622
OG0004303	YEAST02492	MOUSE22704, MOUSE22703
OG0004304	YEAST02425, YEAST05929	MOUSE37269, MOUSE37270, MOUSE37272, MOUSE37273, MOUSE37268, MOUSE37271
OG0004305	YEAST02123	MOUSE01348, MOUSE01351, MOUSE01349, MOUSE01350
OG0004307	YEAST04592	MOUSE06377, MOUSE06378, MOUSE06376, MOUSE06375
OG0004308	YEAST04835	MOUSE54690
OG0004309	YEAST05924	MOUSE41163
OG0004310	YEAST05001	MOUSE30195, MOUSE48396, MOUSE48397
OG0004312	YEAST03330	MOUSE24379
OG0004314	YEAST00500	MOUSE24075, MOUSE24076, MOUSE25664, MOUSE25666, MOUSE25669, MOUSE25668, MOUSE25667, MOUSE25665
OG0004324	YEAST04322	MOUSE30540, MOUSE29117, MOUSE30541
OG0004330	YEAST06277	MOUSE11737, MOUSE11736, MOUSE11739, MOUSE11738
OG0004331	YEAST06230	MOUSE07090, MOUSE07087, MOUSE07083, MOUSE07084
OG0004333	YEAST01391	MOUSE13723, MOUSE13724, MOUSE13722, MOUSE13721
OG0004335	YEAST01057	MOUSE48742
OG0004337	YEAST05652	MOUSE30946, MOUSE30945
OG0004338	YEAST05023	MOUSE45178, MOUSE45179, MOUSE45180
OG0004344	YEAST02441	MOUSE55065, MOUSE30119, MOUSE55066, MOUSE55068, MOUSE55063, MOUSE55067, MOUSE55064
OG0004345	YEAST04894	MOUSE25404
OG0004347	YEAST04515	MOUSE01127, MOUSE38022, MOUSE38020
OG0004348	YEAST03956	MOUSE53695, MOUSE53694, MOUSE53693
OG0004350	YEAST04742	MOUSE02258, MOUSE02259, MOUSE02261, MOUSE02262, MOUSE02260, MOUSE02263, MOUSE02255, MOUSE02256, MOUSE18112
OG0004351	YEAST04167	MOUSE41483, MOUSE41484, MOUSE41482
OG0004353	YEAST05143	MOUSE41472, MOUSE41471
OG0004356	YEAST02877	MOUSE15442
OG0004357	YEAST02304	MOUSE08806, MOUSE21854, MOUSE21856, MOUSE21855
OG0004358	YEAST01304	MOUSE40773, MOUSE40771, MOUSE40770
OG0004359	YEAST01873	MOUSE55135, MOUSE11309, MOUSE11310, MOUSE55133, MOUSE55132
OG0004364	YEAST00647	MOUSE35772
OG0004366	YEAST01097	MOUSE49590, MOUSE49591, MOUSE49589
OG0004369	YEAST04013	MOUSE25297, MOUSE25296
OG0004370	YEAST02378	MOUSE38443, MOUSE38444, MOUSE38442, MOUSE38441, MOUSE38440
OG0004374	YEAST00556	MOUSE05859
OG0004377	YEAST05181	MOUSE32267, MOUSE32266, MOUSE32265
OG0004378	YEAST03291	MOUSE04545, MOUSE04543, MOUSE04542, MOUSE04544, MOUSE04546, MOUSE04547, MOUSE04549, MOUSE04550
OG0004379	YEAST02180, YEAST04152	MOUSE44206, MOUSE44207, MOUSE41930
OG0004380	YEAST04825	MOUSE23529, MOUSE23527, MOUSE23526, MOUSE41927
OG0004382	YEAST03218	MOUSE10343, MOUSE10344, MOUSE10341, MOUSE10346, MOUSE10345, MOUSE10342, MOUSE10347
OG0004394	YEAST00619	MOUSE54723, MOUSE18050, MOUSE54724
OG0004396	YEAST01668	MOUSE34518, MOUSE34517, MOUSE34514, MOUSE34513, MOUSE34519, MOUSE34516, MOUSE34515
OG0004400	YEAST03238, YEAST03731	MOUSE18981, MOUSE18980
OG0004401	YEAST04219	MOUSE07626, MOUSE53866
OG0004404	YEAST00833, YEAST00883	MOUSE49452, MOUSE51622
OG0004417	YEAST03358	MOUSE33215, MOUSE33216, MOUSE48020
OG0004425	YEAST04958	MOUSE53270, MOUSE53269, MOUSE05481, MOUSE05480, MOUSE05482
OG0004426	YEAST01028	MOUSE43282, MOUSE11723, MOUSE11724, MOUSE11722, MOUSE11721, MOUSE43284, MOUSE43281, MOUSE43283
OG0004460	YEAST06162	MOUSE23588
OG0004462	YEAST05383	MOUSE47587
OG0004462	YEAST03397	MOUSE47590, MOUSE47588
OG0004468	YEAST04439	MOUSE26677, MOUSE26678
OG0004472	YEAST06199	MOUSE39321, MOUSE39322, MOUSE39320
OG0004479	YEAST00474	MOUSE19708, MOUSE19711, MOUSE19710, MOUSE19709, MOUSE19707
OG0004484	YEAST01989	MOUSE35136, MOUSE35133, MOUSE35137, MOUSE35134
OG0004486	YEAST00968	MOUSE13910, MOUSE13909, MOUSE13911
OG0004489	YEAST03700	MOUSE40965, MOUSE40964, MOUSE40963
OG0004490	YEAST02887	MOUSE44146, MOUSE44143, MOUSE44144, MOUSE44145, MOUSE44142
OG0004492	YEAST05415, YEAST01368	MOUSE47080
OG0004494	YEAST03738	MOUSE46117, MOUSE46116
OG0004495	YEAST00946	MOUSE37075, MOUSE37073, MOUSE37072, MOUSE37074
OG0004498	YEAST02716	MOUSE52472, MOUSE52473, MOUSE52469, MOUSE52470
OG0004500	YEAST04651	MOUSE12698
OG0004503	YEAST02385	MOUSE31569
OG0004505	YEAST01701	MOUSE26585
OG0004506	YEAST06061	MOUSE06142, MOUSE06141, MOUSE06140, MOUSE06143, MOUSE06144
OG0004507	YEAST04994	MOUSE16713
OG0004512	YEAST01510	MOUSE27489, MOUSE27490, MOUSE27488
OG0004513	YEAST04235	MOUSE37495, MOUSE37494, MOUSE37496
OG0004515	YEAST05737	MOUSE46775, MOUSE46774
OG0004519	YEAST01596	MOUSE40859, MOUSE40860, MOUSE40861
OG0004520	YEAST06001, YEAST05696	MOUSE15698
OG0004525	YEAST03937	MOUSE31404
OG0004526	YEAST02603	MOUSE25454, MOUSE25455, MOUSE25451, MOUSE25449, MOUSE25453
OG0004529	YEAST03981	MOUSE52044, MOUSE52046, MOUSE52045, MOUSE52043
OG0004535	YEAST02221	MOUSE43371, MOUSE43372, MOUSE43370
OG0004538	YEAST02750	MOUSE07618, MOUSE07617, MOUSE07619, MOUSE07616
OG0004542	YEAST04816	MOUSE14247
OG0004542	YEAST04623	MOUSE14245
OG0004545	YEAST02071	MOUSE10421, MOUSE10422
OG0004546	YEAST04485	MOUSE10351, MOUSE09030, MOUSE17546, MOUSE17545
OG0004551	YEAST00426	MOUSE17104
OG0004554	YEAST05640	MOUSE06787
OG0004554	YEAST04172	MOUSE06789, MOUSE06790, MOUSE06788
OG0004559	YEAST04428	MOUSE06487, MOUSE06488, MOUSE06489, MOUSE06490
OG0004563	YEAST04325	MOUSE37300, MOUSE37299, MOUSE37301
OG0004566	YEAST02192	MOUSE12696, MOUSE18952, MOUSE18950, MOUSE18951, MOUSE12697
OG0004567	YEAST05747	MOUSE27611, MOUSE06757
OG0004571	YEAST02127	MOUSE25172
OG0004573	YEAST00677	MOUSE04827, MOUSE51637, MOUSE04825
OG0004577	YEAST02283	MOUSE11989
OG0004579	YEAST00134	MOUSE01984, MOUSE01982, MOUSE01983, MOUSE01981
OG0004581	YEAST03583, YEAST04618	MOUSE53780
OG0004582	YEAST04377	MOUSE30907, MOUSE10655
OG0004583	YEAST05833	MOUSE00291, MOUSE21444, MOUSE00290, MOUSE00292
OG0004584	YEAST03457	MOUSE52144, MOUSE52143
OG0004585	YEAST01153	MOUSE19685
OG0004590	YEAST03622, YEAST00886	MOUSE38216, MOUSE38218
OG0004593	YEAST01231	MOUSE03425, MOUSE40215, MOUSE40214, MOUSE03423, MOUSE03424
OG0004606	YEAST05926	MOUSE28405, MOUSE28406, MOUSE28401, MOUSE28404, MOUSE28407, MOUSE28399, MOUSE28403, MOUSE28402, MOUSE28409
OG0004609	YEAST05326	MOUSE43690, MOUSE04669
OG0004610	YEAST04487, YEAST01427	MOUSE44865
OG0004611	YEAST04613	MOUSE46897, MOUSE46898, MOUSE46896
OG0004612	YEAST02359	MOUSE39006, MOUSE39003, MOUSE39004, MOUSE39005
OG0004616	YEAST00250, YEAST02830	MOUSE26446, MOUSE26447, MOUSE26445
OG0004619	YEAST03531	MOUSE05726, MOUSE05728, MOUSE05725
OG0004621	YEAST00178	MOUSE40863, MOUSE40865, MOUSE40864
OG0004623	YEAST04421	MOUSE12707
OG0004626	YEAST00427	MOUSE43681
OG0004630	YEAST01322, YEAST02951	MOUSE32221, MOUSE32220
OG0004633	YEAST03510	MOUSE23098, MOUSE23100, MOUSE23099
OG0004634	YEAST00262, YEAST00249	MOUSE03943, MOUSE03942, MOUSE14449
OG0004635	YEAST02703	MOUSE43836, MOUSE43835, MOUSE43838, MOUSE43840, MOUSE43837, MOUSE43841
OG0004639	YEAST02924	MOUSE25719, MOUSE25720, MOUSE25718
OG0004648	YEAST04721, YEAST05892	MOUSE18454, MOUSE18802, MOUSE14540, MOUSE14646
OG0004649	YEAST02284	MOUSE04962, MOUSE04963
OG0004651	YEAST01146	MOUSE40961, MOUSE40960, MOUSE40959
OG0004654	YEAST00988	MOUSE44118, MOUSE44116, MOUSE44117
OG0004655	YEAST01640	MOUSE44191, MOUSE44190, MOUSE44192, MOUSE44193, MOUSE44195, MOUSE44194, MOUSE44189
OG0004656	YEAST04281	MOUSE06711, MOUSE06709, MOUSE06716
OG0004657	YEAST00473	MOUSE38329
OG0004658	YEAST04140	MOUSE00128, MOUSE00129, MOUSE00125, MOUSE00127, MOUSE00126
OG0004659	YEAST02251	MOUSE23619, MOUSE23617, MOUSE23616
OG0004660	YEAST06221, YEAST00721	MOUSE16623, MOUSE16624, MOUSE16625
OG0004663	YEAST01161	MOUSE04803, MOUSE04804
OG0004664	YEAST05162	MOUSE29758, MOUSE29757, MOUSE29756
OG0004668	YEAST01610	MOUSE24825, MOUSE24824, MOUSE24823, MOUSE24822, MOUSE24826
OG0004669	YEAST00949	MOUSE03196, MOUSE43252
OG0004670	YEAST03416	MOUSE05577, MOUSE05576, MOUSE05574, MOUSE05575, MOUSE05579, MOUSE05578
OG0004671	YEAST02606	MOUSE04678
OG0004674	YEAST05448	MOUSE20825
OG0004675	YEAST05072, YEAST02983	MOUSE35621, MOUSE35622, MOUSE35620
OG0004676	YEAST05785, YEAST00056, YEAST02694	MOUSE07742, MOUSE07741
OG0004678	YEAST02777, YEAST04846	MOUSE25610
OG0004682	YEAST02876	MOUSE33679, MOUSE33681, MOUSE33680, MOUSE33678, MOUSE33682
OG0004683	YEAST00676	MOUSE20209
OG0004684	YEAST05643	MOUSE16150, MOUSE20210
OG0004685	YEAST04200	MOUSE15230
OG0004687	YEAST00982	MOUSE52777
OG0004691	YEAST00819	MOUSE27990, MOUSE27989, MOUSE27986
OG0004699	YEAST05453	MOUSE38251, MOUSE38249, MOUSE38250
OG0004702	YEAST03387	MOUSE03747, MOUSE03749, MOUSE03748, MOUSE03750
OG0004703	YEAST00841	MOUSE37376, MOUSE37377, MOUSE37378
OG0004705	YEAST05591	MOUSE19313, MOUSE47764
OG0004708	YEAST04540	MOUSE04846, MOUSE04847, MOUSE04845
OG0004711	YEAST03281	MOUSE55011, MOUSE55010, MOUSE55009, MOUSE55008, MOUSE43992, MOUSE55012
OG0004728	YEAST04662, YEAST00882	MOUSE49832
OG0004733	YEAST06337	MOUSE10095, MOUSE10092, MOUSE10093, MOUSE10094
OG0004735	YEAST04508	MOUSE13616
OG0004739	YEAST01817	MOUSE06298
OG0004740	YEAST04029	MOUSE27378, MOUSE27380, MOUSE27379
OG0004743	YEAST04299	MOUSE18462
OG0004747	YEAST01134	MOUSE09057
OG0004748	YEAST03942	MOUSE50892, MOUSE50893
OG0004749	YEAST05904	MOUSE28353
OG0004753	YEAST04746	MOUSE29925
OG0004755	YEAST03690	MOUSE47634, MOUSE47635, MOUSE47633
OG0004756	YEAST03704	MOUSE34525, MOUSE34524, MOUSE34526
OG0004759	YEAST02912	MOUSE07513, MOUSE07512, MOUSE07514, MOUSE07515
OG0004760	YEAST01847	MOUSE13636, MOUSE13635, MOUSE13634
OG0004764	YEAST04443, YEAST04345	MOUSE33408
OG0004765	YEAST02487	MOUSE01648, MOUSE01650, MOUSE01649
OG0004766	YEAST01053	MOUSE17408, MOUSE01278, MOUSE17407, MOUSE17406, MOUSE01279
OG0004767	YEAST03559	MOUSE14236
OG0004768	YEAST02666	MOUSE36389, MOUSE36390, MOUSE19398
OG0004769	YEAST06228	MOUSE31723
OG0004770	YEAST03432	MOUSE33824, MOUSE33825
OG0004774	YEAST06062	MOUSE20945
OG0004785	YEAST04153	MOUSE22137
OG0004786	YEAST01015	MOUSE22578, MOUSE22579, MOUSE22580
OG0004787	YEAST02164	MOUSE50626, MOUSE50627
OG0004792	YEAST02299	MOUSE46585, MOUSE37478
OG0004795	YEAST02163	MOUSE37925, MOUSE37923
OG0004797	YEAST00371	MOUSE07958, MOUSE07959, MOUSE07957, MOUSE07960, MOUSE07961, MOUSE07956
OG0004805	YEAST03570	MOUSE12590, MOUSE12591, MOUSE12589
OG0004808	YEAST02354	MOUSE52314
OG0004811	YEAST01683	MOUSE49135, MOUSE49134, MOUSE49136, MOUSE49133
OG0004814	YEAST05710	MOUSE26652
OG0004816	YEAST04664	MOUSE43266
OG0004819	YEAST00279	MOUSE29237, MOUSE29238, MOUSE29236
OG0004820	YEAST05404	MOUSE00517, MOUSE00516, MOUSE00472
OG0004822	YEAST03199	MOUSE22400, MOUSE22399
OG0004833	YEAST01309	MOUSE03460, MOUSE03461
OG0004836	YEAST00658	MOUSE38160, MOUSE38157, MOUSE38158, MOUSE38156, MOUSE38155
OG0004840	YEAST01399	MOUSE47394, MOUSE47396, MOUSE47395
OG0004841	YEAST01375	MOUSE43676, MOUSE43677, MOUSE43674, MOUSE43678
OG0004842	YEAST05083	MOUSE49798, MOUSE49797, MOUSE49795, MOUSE49793, MOUSE49796, MOUSE49794
OG0004843	YEAST03163	MOUSE48933
OG0004844	YEAST01571	MOUSE21088, MOUSE21080, MOUSE21087, MOUSE21082, MOUSE21085, MOUSE21086, MOUSE21084, MOUSE21081
OG0004848	YEAST02387	MOUSE45812
OG0004849	YEAST06335	MOUSE14093
OG0004850	YEAST05082, YEAST02977	MOUSE16037
OG0004851	YEAST02907	MOUSE51441
OG0004852	YEAST00825	MOUSE23914, MOUSE19030, MOUSE26079, MOUSE14232
OG0004854	YEAST00889, YEAST04304	MOUSE21947, MOUSE21946, MOUSE21945
OG0004855	YEAST03252	MOUSE05089
OG0004856	YEAST05973	MOUSE29695, MOUSE53841
OG0004858	YEAST04268	MOUSE37734, MOUSE37735, MOUSE37733, MOUSE37732, MOUSE37731
OG0004863	YEAST00862	MOUSE43953, MOUSE43952, MOUSE43951
OG0004864	YEAST00264	MOUSE24972, MOUSE24975, MOUSE24974, MOUSE24973, MOUSE24970, MOUSE24969, MOUSE24971
OG0004874	YEAST04564	MOUSE13924
OG0004875	YEAST02491	MOUSE33657
OG0004877	YEAST05247	MOUSE36952, MOUSE36955
OG0004879	YEAST01311	MOUSE15652
OG0004880	YEAST06046	MOUSE15185, MOUSE15184, MOUSE15186
OG0004881	YEAST00141	MOUSE15429, MOUSE15431
OG0004886	YEAST05077	MOUSE47552, MOUSE47551, MOUSE47553, MOUSE47550
OG0004887	YEAST05734	MOUSE33843
OG0004893	YEAST04667, YEAST00405	MOUSE34071, MOUSE34070
OG0004896	YEAST06193	MOUSE25287, MOUSE25286, MOUSE25292, MOUSE25289
OG0004897	YEAST03127, YEAST00642	MOUSE19572, MOUSE19571, MOUSE19570
OG0004898	YEAST01269	MOUSE50603, MOUSE50602
OG0004902	YEAST00933	MOUSE02960
OG0004903	YEAST03539	MOUSE23191, MOUSE23193, MOUSE23192
OG0004906	YEAST02770	MOUSE46071, MOUSE46074, MOUSE46073, MOUSE46072, MOUSE46069, MOUSE46070
OG0004911	YEAST04765	MOUSE14226
OG0004913	YEAST01636	MOUSE38289, MOUSE38290, MOUSE38291
OG0004914	YEAST03369	MOUSE04917
OG0004917	YEAST00244	MOUSE34376
