Orthogroup	YEAST	SCHMD
OG0007783	YEAST03579	SCHMD07210
OG0007786	YEAST01347	SCHMD23945
OG0007787	YEAST03458	SCHMD06132, SCHMD05625
OG0007801	YEAST02556, YEAST00332	SCHMD00120
OG0007803	YEAST00818	SCHMD04261
OG0007810	YEAST06278	SCHMD02712
OG0007811	YEAST05686	SCHMD17086, SCHMD14179
OG0007816	YEAST00605	SCHMD10692, SCHMD21553
OG0007825	YEAST05054	SCHMD10602
OG0007827	YEAST01279	SCHMD11981
OG0007829	YEAST02649	SCHMD05047
OG0007830	YEAST03594	SCHMD06198
OG0007831	YEAST03693	SCHMD01922
OG0007848	YEAST03711	SCHMD10763
OG0007858	YEAST03196	SCHMD16060
OG0007918	YEAST04092	SCHMD04862
OG0007942	YEAST03545	SCHMD17044, SCHMD16825
OG0007943	YEAST03288	SCHMD05794
OG0007947	YEAST02420	SCHMD01811
OG0007958	YEAST01011	SCHMD06124
OG0007971	YEAST03990	SCHMD18597, SCHMD10408
OG0007976	YEAST02259	SCHMD12628
OG0007978	YEAST01491	SCHMD06883
OG0007991	YEAST02341	SCHMD23963
OG0007996	YEAST04079	SCHMD12658
OG0007998	YEAST00688	SCHMD09076, SCHMD14609
OG0008008	YEAST02355	SCHMD10303
OG0008030	YEAST00039	SCHMD06361
OG0008031	YEAST04719	SCHMD07106
OG0008038	YEAST05601	SCHMD19808
OG0008045	YEAST01345	SCHMD01227
OG0008056	YEAST04542	SCHMD07503
OG0008069	YEAST00959	SCHMD01844
OG0008074	YEAST05664	SCHMD11074, SCHMD06066
OG0008079	YEAST03108	SCHMD20114
OG0008085	YEAST04107	SCHMD09017
OG0008091	YEAST06200	SCHMD06256
OG0008100	YEAST03959	SCHMD01273
OG0008103	YEAST05352	SCHMD17469
OG0008105	YEAST03324	SCHMD25390, SCHMD14792
OG0008110	YEAST00121	SCHMD13980, SCHMD18485
OG0008122	YEAST01663	SCHMD15610
OG0008127	YEAST05342	SCHMD21817, SCHMD12498
OG0008136	YEAST02756	SCHMD15183
OG0008201	YEAST01163	SCHMD02565
OG0008208	YEAST04341	SCHMD04911
OG0008275	YEAST05358	SCHMD02126
OG0008281	YEAST01387	SCHMD05027
OG0008348	YEAST03383	SCHMD08325
OG0008401	YEAST02115	SCHMD14767
OG0008403	YEAST01318	SCHMD28274
OG0008404	YEAST02842	SCHMD00779
OG0008416	YEAST05168	SCHMD11640
OG0008432	YEAST01317	SCHMD29562
OG0008524	YEAST02216	SCHMD13695, SCHMD25478
OG0008540	YEAST02219	SCHMD02327
OG0008601	YEAST03150	SCHMD29284, SCHMD21138, SCHMD24337
OG0008620	YEAST00843	SCHMD03945
OG0008654	YEAST03590	SCHMD24065, SCHMD27002, SCHMD24064
OG0008680	YEAST02511	SCHMD00431
OG0008681	YEAST04884	SCHMD25534
OG0008689	YEAST05237	SCHMD01073, SCHMD18960, SCHMD19009
OG0008789	YEAST05903	SCHMD02275
OG0008794	YEAST01976, YEAST00168, YEAST00957	SCHMD07174
OG0008824	YEAST01698	SCHMD07471
OG0008872	YEAST03799	SCHMD07607
OG0008903	YEAST01637	SCHMD15652, SCHMD15797
OG0008913	YEAST03181, YEAST03769	SCHMD01125
OG0008933	YEAST01777, YEAST01780	SCHMD29780
OG0008943	YEAST01762, YEAST01758, YEAST01763, YEAST01764	SCHMD00374
OG0008943	YEAST01760, YEAST01759, YEAST01761	SCHMD28863
OG0008990	YEAST02040	SCHMD05053
OG0009026	YEAST00390, YEAST06086	SCHMD08538, SCHMD00381, SCHMD28384, SCHMD21640, SCHMD15516, SCHMD07679, SCHMD24283, SCHMD09922, SCHMD25570, SCHMD00388, SCHMD00736, SCHMD25572, SCHMD17176, SCHMD14512, SCHMD28564, SCHMD25822, SCHMD20043, SCHMD18730
OG0009035	YEAST01128, YEAST05875, YEAST00361, YEAST05812, YEAST00586, YEAST01487, YEAST00293, YEAST01012, YEAST00294, YEAST05435, YEAST03826, YEAST05866, YEAST03751, YEAST02686, YEAST02104, YEAST04935, YEAST04933, YEAST01797	SCHMD27413, SCHMD28330, SCHMD29040
OG0009078	YEAST02676	SCHMD03858
OG0009105	YEAST02501	SCHMD29027
OG0009115	YEAST05628, YEAST04158	SCHMD04961, SCHMD24724
OG0009225	YEAST01052	SCHMD06569, SCHMD09095
OG0009344	YEAST03868	SCHMD21844
OG0009396	YEAST03896	SCHMD29213, SCHMD13437
OG0009451	YEAST05755, YEAST04763	SCHMD01015
OG0009486	YEAST00324	SCHMD28400
OG0009649	YEAST01825	SCHMD29215
OG0009654	YEAST04221	SCHMD11529, SCHMD10542
OG0009737	YEAST02025	SCHMD00059, SCHMD02313
OG0009911	YEAST03388	SCHMD21137, SCHMD08065
OG0009926	YEAST03054	SCHMD29323
OG0009994	YEAST06045	SCHMD14354
OG0010054	YEAST01026	SCHMD29170, SCHMD29287, SCHMD29671, SCHMD28255, SCHMD27264
OG0010346	YEAST00902, YEAST04286	SCHMD01346
OG0010369	YEAST01224	SCHMD06263
OG0010372	YEAST02145	SCHMD02543
OG0010570	YEAST03006	SCHMD14073
OG0010876	YEAST02678	SCHMD00051
OG0011003	YEAST03808	SCHMD00814
OG0011111	YEAST00210	SCHMD08835, SCHMD08834, SCHMD08833
OG0011258	YEAST02930	SCHMD00702
OG0011313	YEAST03172	SCHMD20909
OG0011414	YEAST04503	SCHMD03039
OG0011464	YEAST01096	SCHMD29699, SCHMD27417
OG0011869	YEAST04156	SCHMD00108
OG0012383	YEAST02624	SCHMD14005, SCHMD13822, SCHMD07225, SCHMD13821, SCHMD20865, SCHMD04613, SCHMD27374, SCHMD14790
OG0012801	YEAST04938, YEAST04971	SCHMD11811
OG0014156	YEAST06334	SCHMD12928
OG0016027	YEAST00487, YEAST01001	SCHMD29598
OG0016568	YEAST04611, YEAST02099, YEAST04870	SCHMD04407
OG0016569	YEAST04871, YEAST02100, YEAST04612	SCHMD05102
OG0017617	YEAST05589	SCHMD28452, SCHMD28454
OG0017787	YEAST05167	SCHMD29788
OG0018377	YEAST01977	SCHMD29537
OG0018377	YEAST05238	SCHMD29536
OG0018378	YEAST03228, YEAST05359	SCHMD29067
OG0018379	YEAST02462	SCHMD29790
OG0018440	YEAST00661	SCHMD10643, SCHMD22408
OG0019668	YEAST00192, YEAST00382	SCHMD29564
OG0019905	YEAST04888	SCHMD29486
OG0020789	YEAST00406	SCHMD28705, SCHMD29171
OG0021988	YEAST03802	SCHMD05555, SCHMD20435, SCHMD27649, SCHMD06935
OG0021995	YEAST02857	SCHMD07517, SCHMD07518, SCHMD21657, SCHMD08616
OG0022033	YEAST02577, YEAST03930, YEAST04020, YEAST00884	SCHMD28469
OG0022636	YEAST03333	SCHMD29407
OG0022690	YEAST03637	SCHMD28899
OG0024049	YEAST03193	SCHMD15680
OG0024310	YEAST05310	SCHMD28888
OG0024322	YEAST01978	SCHMD29322
OG0024338	YEAST02780	SCHMD29415
OG0024343	YEAST00580	SCHMD29751
OG0024348	YEAST03455	SCHMD29168
OG0025698	YEAST04625	SCHMD29455
OG0025700	YEAST03649	SCHMD29619, SCHMD29566
OG0025796	YEAST03100	SCHMD29257
OG0026492	YEAST05289, YEAST01530, YEAST05290	SCHMD29266
OG0026493	YEAST05882, YEAST06262, YEAST05400	SCHMD29350
OG0030057	YEAST01466	SCHMD29228
OG0030099	YEAST01583	SCHMD28679
OG0030101	YEAST00495	SCHMD29227
OG0032454	YEAST03781	SCHMD29755
OG0033873	YEAST02886, YEAST01277	SCHMD29173
OG0033874	YEAST04202, YEAST04204	SCHMD29354
OG0033875	YEAST01301, YEAST04052	SCHMD29614
OG0049709	YEAST05262	SCHMD26834
OG0049710	YEAST05263	SCHMD26835
OG0049744	YEAST05927	SCHMD29349
OG0049746	YEAST03453	SCHMD29390
OG0049748	YEAST03488	SCHMD29778
OG0049749	YEAST03534	SCHMD29834
OG0049750	YEAST01212	SCHMD29836
