Orthogroup	Duplications (all)	Duplications (50% support)
OG0004670	10	8
OG0004671	8	5
OG0004672	12	11
OG0004673	6	5
OG0004674	9	7
OG0004675	10	9
OG0004676	11	10
OG0004677	7	4
OG0004678	9	7
OG0004679	13	10
OG0004680	12	10
OG0004681	11	10
OG0004682	7	6
OG0004683	11	11
OG0004684	10	8
OG0004685	9	6
OG0004686	14	8
OG0004687	9	8
OG0004688	13	13
OG0004689	11	9
OG0004690	8	8
OG0004691	11	11
OG0004692	10	9
OG0004693	27	22
OG0004694	11	9
OG0004695	18	15
OG0004696	13	13
OG0004697	12	11
OG0004698	10	10
OG0004699	10	9
OG0004700	13	12
OG0004701	18	16
OG0004702	15	14
OG0004703	10	8
OG0004704	11	9
OG0004705	9	9
OG0004706	11	10
OG0004707	10	8
OG0004708	11	9
OG0004709	20	16
OG0004710	23	23
OG0004711	10	9
OG0004712	12	10
OG0004713	15	15
OG0004714	12	12
OG0004715	18	12
OG0004716	32	32
OG0004717	30	30
OG0004718	33	33
OG0004719	33	33
OG0004720	33	33
OG0004721	27	27
OG0004722	33	33
OG0004723	33	33
OG0004724	33	33
OG0004725	33	33
OG0004726	33	33
OG0004727	33	33
OG0004728	6	2
OG0004729	11	9
OG0004730	7	7
OG0004731	10	8
OG0004732	10	9
OG0004733	10	8
OG0004734	32	32
OG0004735	12	11
OG0004736	10	9
OG0004737	32	32
OG0004738	12	11
OG0004739	11	10
OG0004740	9	7
OG0004741	32	32
OG0004742	21	19
OG0004743	6	4
OG0004744	7	5
OG0004745	32	32
OG0004746	8	5
OG0004747	7	3
OG0004748	11	10
OG0004749	8	7
OG0004750	15	14
OG0004751	11	10
OG0004752	11	9
OG0004753	7	2
OG0004754	10	10
OG0004755	5	4
OG0004756	9	8
OG0004757	10	8
OG0004758	11	11
OG0004759	10	10
OG0004760	11	10
OG0004761	8	3
OG0004762	10	7
OG0004763	8	6
OG0004764	8	8
OG0004765	7	6
OG0004766	6	5
OG0004767	10	10
OG0004768	6	6
OG0004769	8	8
OG0004770	8	5
OG0004771	11	10
OG0004772	10	7
OG0004773	18	11
OG0004774	8	6
OG0004775	9	8
OG0004776	12	12
OG0004777	10	6
OG0004778	22	19
OG0004779	11	10
OG0004780	19	14
OG0004781	11	8
OG0004782	9	7
OG0004783	10	9
OG0004784	9	8
OG0004785	9	7
OG0004786	8	6
OG0004787	9	9
OG0004788	9	7
OG0004789	13	12
OG0004790	6	6
OG0004791	11	10
OG0004792	8	7
OG0004793	10	9
OG0004794	10	9
OG0004795	6	4
OG0004796	13	10
OG0004797	9	9
OG0004798	14	12
OG0004799	11	9
OG0004800	9	7
OG0004801	9	7
OG0004802	12	12
OG0004803	8	5
OG0004804	11	9
OG0004805	9	9
OG0004806	7	7
OG0004807	12	10
OG0004808	8	6
OG0004809	13	12
OG0004810	8	6
OG0004811	9	9
OG0004812	10	9
OG0004813	7	5
OG0004814	9	9
OG0004815	8	6
OG0004816	7	4
OG0004817	6	4
OG0004818	9	8
OG0004819	6	3
OG0004820	9	8
OG0004821	12	11
OG0004822	8	4
OG0004823	10	7
OG0004824	14	14
OG0004825	10	9
OG0004826	10	9
OG0004827	16	15
OG0004828	8	6
OG0004829	8	7
OG0004830	11	11
OG0004831	6	5
OG0004832	9	8
OG0004833	12	11
OG0004834	13	13
OG0004835	4	4
OG0004836	7	6
OG0004837	8	7
OG0004838	10	10
OG0004839	13	12
OG0004840	8	8
OG0004841	8	7
OG0004842	10	9
OG0004843	6	2
OG0004844	9	9
OG0004845	6	4
OG0004846	12	11
OG0004847	7	7
OG0004848	7	3
OG0004849	8	8
OG0004850	8	6
OG0004851	9	8
OG0004852	10	8
OG0004853	13	11
OG0004854	8	6
OG0004855	8	7
OG0004856	5	3
OG0004857	7	4
OG0004858	9	8
OG0004859	10	9
OG0004860	7	7
OG0004861	7	6
OG0004862	11	10
OG0004863	10	10
OG0004864	9	9
OG0004865	9	8
OG0004866	9	9
OG0004867	12	11
OG0004868	8	6
OG0004869	9	8
OG0004870	11	10
OG0004871	7	6
OG0004872	10	8
OG0004873	11	9
OG0004874	6	5
OG0004875	10	9
OG0004876	28	28
OG0004877	11	8
OG0004878	18	14
OG0004879	10	9
OG0004880	9	7
OG0004881	9	9
OG0004882	9	7
OG0004883	7	6
OG0004884	11	10
OG0004885	7	4
OG0004886	6	4
OG0004887	8	7
OG0004888	9	8
OG0004889	11	10
OG0004890	10	8
OG0004891	12	12
OG0004892	7	5
OG0004893	8	7
OG0004894	7	7
OG0004895	12	9
OG0004896	8	7
OG0004897	9	7
OG0004898	9	7
OG0004899	10	9
OG0004900	9	7
OG0004901	10	9
OG0004902	5	4
OG0004903	8	7
OG0004904	10	8
OG0004905	15	14
OG0004906	10	9
OG0004907	10	8
OG0004908	15	14
OG0004909	18	17
OG0004910	13	11
OG0004911	7	6
OG0004912	7	7
OG0004913	9	9
OG0004914	11	11
OG0004915	8	6
OG0004916	8	7
OG0004917	7	6
OG0004918	22	19
OG0004919	8	4
OG0004920	7	5
OG0004921	11	9
OG0004922	7	6
OG0004923	8	6
OG0004924	8	8
OG0004925	10	10
OG0004926	13	12
OG0004927	6	6
OG0004928	7	5
OG0004929	9	9
OG0004930	11	11
OG0004931	10	6
OG0004932	7	7
OG0004933	9	9
OG0004934	10	7
OG0004935	11	11
OG0004936	10	9
OG0004937	7	6
OG0004938	12	11
OG0004939	9	9
OG0004940	8	6
OG0004941	10	9
OG0004942	14	14
OG0004943	9	6
OG0004944	10	10
OG0004945	10	8
OG0004946	10	7
OG0004947	9	7
OG0004948	8	8
OG0004949	10	7
OG0004950	11	10
OG0004951	13	12
OG0004952	7	6
OG0004953	11	10
OG0004954	9	8
OG0004955	14	13
OG0004956	10	9
OG0004957	9	8
OG0004958	10	7
OG0004959	10	9
OG0004960	11	6
OG0004961	10	10
OG0004962	9	7
OG0004963	5	3
OG0004964	7	4
OG0004965	13	12
OG0004966	12	7
OG0004967	11	10
OG0004968	8	6
OG0004969	7	6
OG0004970	11	10
OG0004971	6	3
OG0004972	8	7
OG0004973	10	8
OG0004974	12	11
OG0004975	8	7
OG0004976	7	6
OG0004977	7	5
OG0004978	12	12
OG0004979	7	6
OG0004980	9	7
OG0004981	7	3
OG0004982	10	10
OG0004983	8	7
OG0004984	11	9
OG0004985	7	5
OG0004986	11	9
OG0004987	10	8
OG0004988	8	7
OG0004989	9	7
OG0004990	12	12
OG0004991	8	7
OG0004992	12	11
OG0004993	10	9
OG0004994	13	12
OG0004995	13	11
OG0004996	12	7
OG0004997	11	11
OG0004998	22	22
OG0004999	11	11
OG0005000	14	14
OG0005001	22	22
OG0005002	8	4
OG0005003	11	11
OG0005004	12	11
OG0005005	13	13
OG0005006	8	7
OG0005007	6	4
OG0005008	11	7
OG0005009	10	9
OG0005010	11	10
OG0005011	11	9
OG0005012	13	12
OG0005013	9	5
OG0005014	8	6
OG0005015	10	9
OG0005016	13	12
OG0005017	9	6
OG0005018	32	32
OG0005019	32	32
OG0005020	16	16
OG0005021	9	7
OG0005022	14	12
OG0005023	28	28
OG0005024	30	30
OG0005025	32	32
OG0005026	32	32
OG0005027	32	32
OG0005028	32	32
OG0005029	32	32
OG0005030	24	20
OG0005031	31	31
OG0005032	32	32
OG0005033	32	32
OG0005034	32	32
OG0005035	32	32
OG0005036	32	32
OG0005037	23	23
OG0005038	8	8
OG0005039	31	31
OG0005040	8	5
OG0005041	10	9
OG0005042	31	31
OG0005043	29	29
OG0005044	6	5
OG0005045	10	10
OG0005046	8	7
OG0005047	8	7
OG0005048	7	6
OG0005049	12	10
OG0005050	11	10
OG0005051	31	31
OG0005052	28	28
OG0005053	6	3
OG0005054	8	5
OG0005055	9	5
OG0005056	31	31
OG0005057	11	10
OG0005058	10	8
OG0005059	8	6
OG0005060	8	6
OG0005061	6	6
OG0005062	8	6
OG0005063	8	8
OG0005064	8	7
OG0005065	10	9
OG0005066	11	10
OG0005067	8	5
OG0005068	7	5
OG0005069	9	8
OG0005070	12	8
OG0005071	10	8
OG0005072	9	8
OG0005073	6	4
OG0005074	9	8
OG0005075	9	8
OG0005076	7	5
OG0005077	6	6
OG0005078	18	14
OG0005079	12	11
OG0005080	8	7
OG0005081	8	8
OG0005082	9	7
OG0005083	7	6
OG0005084	6	3
OG0005085	12	10
OG0005086	7	5
OG0005087	8	6
OG0005088	9	7
OG0005089	9	5
OG0005090	9	8
OG0005091	12	12
OG0005092	10	8
OG0005093	9	8
OG0005094	12	11
OG0005095	8	3
OG0005096	6	4
OG0005097	9	7
OG0005098	10	9
OG0005099	10	10
OG0005100	8	7
OG0005101	20	17
OG0005102	14	13
OG0005103	6	5
OG0005104	8	7
OG0005105	6	4
OG0005106	8	7
OG0005107	7	6
OG0005108	7	5
OG0005109	7	6
OG0005110	10	9
OG0005111	7	6
OG0005112	8	7
OG0005113	11	7
OG0005114	5	3
OG0005115	8	7
OG0005116	12	12
OG0005117	11	8
OG0005118	11	10
OG0005119	5	4
OG0005120	9	9
OG0005121	8	8
OG0005122	11	10
OG0005123	9	8
OG0005124	6	5
OG0005125	9	6
OG0005126	8	8
OG0005127	10	4
OG0005128	6	4
OG0005129	9	9
OG0005130	7	5
OG0005131	10	8
OG0005132	6	4
OG0005133	7	4
OG0005134	6	3
OG0005135	11	10
OG0005136	12	10
OG0005137	10	8
OG0005138	11	10
OG0005139	3	2
OG0005140	9	6
OG0005141	9	6
OG0005142	8	7
OG0005143	8	5
OG0005144	6	5
OG0005145	9	5
OG0005146	7	4
OG0005147	10	9
OG0005148	7	5
OG0005149	9	7
OG0005150	5	5
OG0005151	8	7
OG0005152	10	6
OG0005153	9	6
OG0005154	8	8
OG0005155	6	4
OG0005156	12	11
OG0005157	6	6
OG0005158	7	6
OG0005159	7	6
OG0005160	9	9
OG0005161	6	5
OG0005162	7	7
OG0005163	9	8
OG0005164	10	10
OG0005165	14	11
OG0005166	5	4
OG0005167	12	12
OG0005168	10	9
OG0005169	7	3
OG0005170	11	11
OG0005171	9	9
OG0005172	6	5
OG0005173	7	6
OG0005174	6	5
OG0005175	8	8
OG0005176	6	2
OG0005177	17	16
OG0005178	8	7
OG0005179	7	6
OG0005180	9	9
OG0005181	10	9
OG0005182	8	8
OG0005183	8	7
OG0005184	8	7
OG0005185	10	9
OG0005186	11	8
OG0005187	7	6
OG0005188	7	5
OG0005189	9	7
OG0005190	9	9
OG0005191	9	4
OG0005192	9	7
OG0005193	10	10
OG0005194	6	5
OG0005195	13	12
OG0005196	9	9
OG0005197	10	8
OG0005198	11	10
OG0005199	9	9
OG0005200	6	6
OG0005201	8	6
OG0005202	8	7
OG0005203	11	10
OG0005204	9	9
OG0005205	7	6
OG0005206	7	6
OG0005207	6	5
OG0005208	9	8
OG0005209	8	3
OG0005210	7	5
OG0005211	13	11
OG0005212	8	7
OG0005213	10	10
OG0005214	8	7
OG0005215	9	8
OG0005216	9	5
OG0005217	8	6
OG0005218	10	8
OG0005219	14	12
OG0005220	9	6
OG0005221	4	2
OG0005222	7	5
OG0005223	6	5
OG0005224	8	6
OG0005225	8	4
OG0005226	9	7
OG0005227	7	6
OG0005228	8	8
OG0005229	8	6
OG0005230	8	8
OG0005231	8	6
OG0005232	8	6
OG0005233	8	6
OG0005234	8	6
OG0005235	9	7
OG0005236	8	6
OG0005237	7	7
OG0005238	8	6
OG0005239	7	6
OG0005240	6	4
OG0005241	10	6
OG0005242	14	8
OG0005243	7	6
OG0005244	8	8
OG0005245	7	3
OG0005246	10	6
OG0005247	8	7
OG0005248	6	5
OG0005249	7	7
OG0005250	6	3
OG0005251	9	9
OG0005252	9	8
OG0005253	6	3
OG0005254	8	5
OG0005255	9	6
OG0005256	6	4
OG0005257	8	7
OG0005258	8	7
OG0005259	5	5
OG0005260	9	8
OG0005261	6	4
OG0005262	7	6
OG0005263	10	7
OG0005264	6	3
OG0005265	11	10
OG0005266	7	5
OG0005267	6	4
OG0005268	10	10
OG0005269	6	4
OG0005270	7	6
OG0005271	11	8
OG0005272	10	8
OG0005273	7	3
OG0005274	11	9
OG0005275	8	7
OG0005276	10	8
OG0005277	9	9
OG0005278	9	9
OG0005279	7	6
OG0005280	6	4
OG0005281	5	4
OG0005282	15	14
OG0005283	11	7
OG0005284	8	7
OG0005285	7	4
OG0005286	10	10
OG0005287	9	9
OG0005288	11	9
OG0005289	7	6
OG0005290	10	10
OG0005291	12	10
OG0005292	7	4
OG0005293	6	4
OG0005294	8	6
OG0005295	7	4
OG0005296	11	9
OG0005297	10	9
OG0005298	6	4
OG0005299	6	5
OG0005300	7	6
OG0005301	6	4
OG0005302	8	5
OG0005303	9	8
OG0005304	8	7
OG0005305	7	6
OG0005306	31	31
OG0005307	12	10
OG0005308	21	20
OG0005309	8	7
OG0005310	11	11
OG0005311	20	18
OG0005312	8	7
OG0005313	16	6
OG0005314	9	7
OG0005315	10	9
OG0005316	9	9
OG0005317	8	6
OG0005318	8	6
OG0005319	11	10
OG0005320	18	18
OG0005321	9	8
OG0005322	10	8
OG0005323	9	7
OG0005324	11	10
OG0005325	7	6
OG0005326	8	8
OG0005327	16	16
OG0005328	13	13
OG0005329	13	13
OG0005330	19	19
OG0005331	15	13
OG0005332	31	31
OG0005333	9	7
OG0005334	10	8
OG0005335	20	20
OG0005336	26	26
OG0005337	23	23
OG0005338	22	20
OG0005339	26	26
OG0005340	30	30
OG0005341	31	31
OG0005342	28	28
OG0005343	26	26
OG0005344	31	31
OG0005345	31	31
OG0005346	28	28
OG0005347	31	31
OG0005348	31	31
OG0005349	27	26
OG0005350	31	31
OG0005351	30	30
OG0005352	28	28
OG0005353	31	31
OG0005354	31	31
OG0005355	31	31
OG0005356	30	30
OG0005357	30	30
OG0005358	31	31
OG0005359	8	6
OG0005360	4	1
OG0005361	11	10
OG0005362	13	13
OG0005363	12	9
OG0005364	7	4
OG0005365	8	5
OG0005366	8	8
OG0005367	13	10
OG0005368	8	7
OG0005369	11	9
OG0005370	4	2
OG0005371	7	6
OG0005372	9	8
OG0005373	7	5
OG0005374	7	4
OG0005375	8	6
OG0005376	10	8
OG0005377	4	4
OG0005378	7	7
OG0005379	9	8
OG0005380	10	9
OG0005381	11	7
OG0005382	26	24
OG0005383	8	7
OG0005384	9	6
OG0005385	6	5
OG0005386	8	7
OG0005387	8	7
OG0005388	8	8
OG0005389	8	6
OG0005390	7	7
OG0005391	4	3
OG0005392	5	5
OG0005393	7	5
OG0005394	8	7
OG0005395	7	5
OG0005396	8	6
OG0005397	6	6
OG0005398	9	9
OG0005399	9	8
OG0005400	9	8
OG0005401	11	10
OG0005402	6	5
OG0005403	7	5
OG0005404	6	5
OG0005405	11	10
OG0005406	5	5
OG0005407	10	9
OG0005408	10	8
OG0005409	8	7
OG0005410	9	7
OG0005411	17	16
OG0005412	8	4
OG0005413	7	5
OG0005414	8	8
OG0005415	6	4
OG0005416	8	7
OG0005417	7	6
OG0005418	11	11
OG0005419	8	6
OG0005420	5	5
OG0005421	9	9
OG0005422	5	3
OG0005423	3	3
OG0005424	10	10
OG0005425	9	8
OG0005426	10	6
OG0005427	6	4
OG0005428	11	9
OG0005429	9	7
OG0005430	8	6
OG0005431	7	5
OG0005432	6	5
OG0005433	6	5
OG0005434	6	4
OG0005435	7	6
OG0005436	4	3
OG0005437	8	8
OG0005438	9	7
OG0005439	7	6
OG0005440	10	9
OG0005441	7	6
OG0005442	8	5
OG0005443	6	4
OG0005444	7	7
OG0005445	9	8
OG0005446	6	5
OG0005447	10	7
OG0005448	6	5
OG0005449	9	7
OG0005450	8	7
OG0005451	5	3
OG0005452	9	7
OG0005453	9	9
OG0005454	7	5
OG0005455	6	5
OG0005456	7	7
OG0005457	10	7
OG0005458	7	6
OG0005459	9	8
OG0005460	9	8
OG0005461	9	8
OG0005462	9	8
OG0005463	9	7
OG0005464	8	7
OG0005465	7	7
OG0005466	8	8
OG0005467	12	12
OG0005468	8	7
OG0005469	6	2
OG0005470	6	5
OG0005471	6	5
OG0005472	11	11
OG0005473	15	15
OG0005474	6	6
OG0005475	8	7
OG0005476	8	7
OG0005477	9	7
OG0005478	10	9
OG0005479	6	4
OG0005480	11	10
OG0005481	8	6
OG0005482	8	6
OG0005483	10	10
OG0005484	8	6
OG0005485	13	11
OG0005486	7	7
OG0005487	8	6
OG0005488	7	7
OG0005489	6	2
OG0005490	6	5
OG0005491	8	7
OG0005492	9	6
OG0005493	5	3
OG0005494	6	4
OG0005495	7	4
OG0005496	9	6
OG0005497	12	9
OG0005498	7	6
OG0005499	7	7
OG0005500	8	7
OG0005501	17	16
OG0005502	12	10
OG0005503	9	8
OG0005504	8	7
OG0005505	8	4
OG0005506	9	5
OG0005507	11	11
OG0005508	6	5
OG0005509	10	10
OG0005510	9	8
OG0005511	9	8
OG0005512	8	8
OG0005513	6	3
OG0005514	7	5
OG0005515	25	25
OG0005516	10	10
OG0005517	6	6
OG0005518	6	3
OG0005519	12	12
OG0005520	8	7
OG0005521	9	8
OG0005522	12	12
OG0005523	11	9
OG0005524	5	4
OG0005525	10	9
OG0005526	15	14
OG0005527	5	4
OG0005528	10	9
OG0005529	7	5
OG0005530	13	11
OG0005531	8	6
OG0005532	11	10
OG0005533	6	5
OG0005534	7	6
OG0005535	9	8
OG0005536	9	9
OG0005537	4	1
OG0005538	9	7
OG0005539	7	7
OG0005540	9	7
OG0005541	10	10
OG0005542	6	3
OG0005543	7	6
OG0005544	11	11
OG0005545	6	0
OG0005546	6	5
OG0005547	14	14
OG0005548	7	6
OG0005549	22	19
OG0005550	7	5
OG0005551	8	6
OG0005552	10	7
OG0005553	9	9
OG0005554	7	7
OG0005555	9	9
OG0005556	8	6
OG0005557	10	9
OG0005558	5	5
OG0005559	7	6
OG0005560	7	5
OG0005561	11	10
OG0005562	7	6
OG0005563	7	7
OG0005564	9	8
OG0005565	9	9
OG0005566	5	5
OG0005567	10	8
OG0005568	10	10
OG0005569	7	5
OG0005570	6	3
OG0005571	13	9
OG0005572	6	6
OG0005573	9	5
OG0005574	9	7
OG0005575	4	2
OG0005576	9	6
OG0005577	7	5
OG0005578	10	10
OG0005579	6	4
OG0005580	7	6
OG0005581	8	6
OG0005582	5	4
OG0005583	6	6
OG0005584	6	4
OG0005585	10	9
OG0005586	8	4
OG0005587	10	9
OG0005588	8	7
OG0005589	9	9
OG0005590	6	5
OG0005591	7	5
OG0005592	7	7
OG0005593	9	5
OG0005594	7	5
OG0005595	7	5
OG0005596	9	9
OG0005597	7	6
OG0005598	7	7
OG0005599	6	4
OG0005600	8	8
OG0005601	8	6
OG0005602	10	8
OG0005603	8	4
OG0005604	7	6
OG0005605	7	5
OG0005606	11	8
OG0005607	5	4
OG0005608	10	8
OG0005609	8	5
OG0005610	8	8
OG0005611	9	9
OG0005612	7	5
OG0005613	4	4
OG0005614	8	7
OG0005615	8	4
OG0005616	6	3
OG0005617	5	5
OG0005618	7	5
OG0005619	9	8
OG0005620	5	5
OG0005621	7	6
OG0005622	6	6
OG0005623	8	8
OG0005624	7	4
OG0005625	9	8
OG0005626	7	5
OG0005627	8	5
OG0005628	9	8
OG0005629	5	4
OG0005630	7	6
OG0005631	10	9
OG0005632	6	5
OG0005633	8	7
OG0005634	7	6
OG0005635	26	22
OG0005636	7	6
OG0005637	8	7
OG0005638	15	14
OG0005639	8	8
OG0005640	11	9
OG0005641	8	7
OG0005642	6	4
OG0005643	11	10
OG0005644	5	4
OG0005645	10	9
OG0005646	11	10
OG0005647	15	12
OG0005648	11	10
OG0005649	8	7
OG0005650	14	14
OG0005651	14	11
OG0005652	7	7
OG0005653	27	27
OG0005654	9	8
OG0005655	10	8
OG0005656	8	7
OG0005657	28	28
OG0005658	23	23
OG0005659	15	15
OG0005660	12	12
OG0005661	14	13
OG0005662	19	17
OG0005663	14	12
OG0005664	12	12
OG0005665	11	10
OG0005666	15	14
OG0005667	24	24
OG0005668	21	20
OG0005669	30	30
OG0005670	28	28
OG0005671	30	30
OG0005672	30	30
OG0005673	25	25
OG0005674	30	30
OG0005675	28	28
OG0005676	30	30
OG0005677	30	30
OG0005678	30	30
OG0005679	30	30
OG0005680	30	30
OG0005681	10	9
OG0005682	18	13
OG0005683	29	29
OG0005684	21	15
OG0005685	5	2
OG0005686	29	29
OG0005687	25	24
OG0005688	29	29
OG0005689	29	29
OG0005690	7	4
OG0005691	9	8
OG0005692	8	4
OG0005693	28	28
OG0005694	6	3
OG0005695	11	10
OG0005696	8	8
OG0005697	9	8
OG0005698	9	9
OG0005699	11	11
OG0005700	14	12
OG0005701	5	3
OG0005702	4	2
OG0005703	7	5
OG0005704	7	6
OG0005705	29	29
OG0005706	10	9
OG0005707	5	5
OG0005708	11	10
OG0005709	7	4
OG0005710	9	7
OG0005711	11	11
OG0005712	6	6
OG0005713	8	7
OG0005714	8	8
OG0005715	6	5
OG0005716	12	10
OG0005717	8	6
OG0005718	10	9
OG0005719	7	7
OG0005720	9	6
OG0005721	7	5
OG0005722	10	8
OG0005723	7	6
OG0005724	6	5
OG0005725	7	6
OG0005726	5	3
OG0005727	9	8
OG0005728	6	6
OG0005729	6	3
OG0005730	7	6
OG0005731	5	4
OG0005732	6	5
OG0005733	7	7
OG0005734	5	3
OG0005735	7	5
OG0005736	3	3
OG0005737	7	4
OG0005738	7	7
OG0005739	11	7
OG0005740	7	5
OG0005741	9	7
OG0005742	10	10
OG0005743	11	7
OG0005744	6	5
OG0005745	10	8
OG0005746	7	3
OG0005747	8	7
OG0005748	8	7
OG0005749	6	6
OG0005750	6	6
OG0005751	10	9
OG0005752	6	6
OG0005753	10	5
OG0005754	5	3
OG0005755	9	8
OG0005756	11	10
OG0005757	9	9
OG0005758	5	3
OG0005759	6	5
OG0005760	13	12
OG0005761	8	7
OG0005762	8	7
OG0005763	9	9
OG0005764	6	6
OG0005765	8	8
OG0005766	8	3
OG0005767	7	4
OG0005768	9	5
OG0005769	6	5
OG0005770	8	6
OG0005771	7	7
OG0005772	10	9
OG0005773	7	4
OG0005774	5	4
OG0005775	4	3
OG0005776	7	5
OG0005777	10	6
OG0005778	12	12
OG0005779	6	6
OG0005780	22	21
OG0005781	7	4
OG0005782	7	6
OG0005783	7	7
OG0005784	5	3
OG0005785	11	11
OG0005786	12	12
OG0005787	9	9
OG0005788	6	5
OG0005789	6	5
OG0005790	6	6
OG0005791	10	9
OG0005792	8	7
OG0005793	6	4
OG0005794	6	4
OG0005795	6	3
OG0005796	6	3
OG0005797	7	4
OG0005798	9	9
OG0005799	6	3
OG0005800	8	7
OG0005801	8	7
OG0005802	7	6
OG0005803	5	5
OG0005804	3	3
OG0005805	6	3
OG0005806	10	9
OG0005807	5	4
OG0005808	8	8
OG0005809	18	17
OG0005810	11	8
OG0005811	6	6
OG0005812	6	5
OG0005813	9	9
OG0005814	6	5
OG0005815	6	6
OG0005816	7	7
OG0005817	6	6
OG0005818	7	6
OG0005819	4	2
OG0005820	8	4
OG0005821	7	6
OG0005822	8	8
OG0005823	7	6
OG0005824	6	4
OG0005825	9	8
OG0005826	9	8
OG0005827	8	6
OG0005828	4	4
OG0005829	7	6
OG0005830	8	8
OG0005831	7	7
OG0005832	7	6
OG0005833	5	3
OG0005834	11	9
OG0005835	6	6
OG0005836	8	8
OG0005837	5	2
OG0005838	10	10
OG0005839	6	5
OG0005840	7	7
OG0005841	10	7
OG0005842	5	3
OG0005843	6	4
OG0005844	11	11
OG0005845	6	4
OG0005846	6	3
OG0005847	6	4
OG0005848	6	5
OG0005849	6	6
OG0005850	5	5
OG0005851	7	6
OG0005852	9	9
OG0005853	6	5
OG0005854	8	7
OG0005855	10	9
OG0005856	13	9
OG0005857	9	9
OG0005858	8	7
OG0005859	6	4
OG0005860	6	5
OG0005861	8	8
OG0005862	20	17
OG0005863	7	6
OG0005864	6	5
OG0005865	6	6
OG0005866	7	7
OG0005867	8	4
OG0005868	20	20
OG0005869	6	5
OG0005870	6	3
OG0005871	7	6
OG0005872	6	4
OG0005873	23	23
OG0005874	4	2
OG0005875	7	7
OG0005876	8	8
OG0005877	7	6
OG0005878	8	7
OG0005879	7	7
OG0005880	4	3
OG0005881	11	11
OG0005882	13	10
OG0005883	6	4
OG0005884	7	5
OG0005885	6	3
OG0005886	7	7
OG0005887	7	7
OG0005888	7	6
OG0005889	6	6
OG0005890	6	4
OG0005891	10	8
OG0005892	7	4
OG0005893	5	3
OG0005894	4	4
OG0005895	7	6
OG0005896	6	5
OG0005897	6	6
OG0005898	7	5
OG0005899	4	3
OG0005900	9	8
OG0005901	5	1
OG0005902	10	10
OG0005903	6	3
OG0005904	9	8
OG0005905	14	13
OG0005906	10	10
OG0005907	8	7
OG0005908	11	10
OG0005909	5	4
OG0005910	10	8
OG0005911	7	6
OG0005912	7	5
OG0005913	7	5
OG0005914	9	8
OG0005915	8	7
OG0005916	10	10
OG0005917	11	10
OG0005918	9	8
OG0005919	6	5
OG0005920	10	6
OG0005921	6	6
OG0005922	6	6
OG0005923	5	4
OG0005924	6	5
OG0005925	11	6
OG0005926	8	7
OG0005927	9	7
OG0005928	7	6
OG0005929	6	5
OG0005930	7	6
OG0005931	8	7
OG0005932	6	5
OG0005933	7	7
OG0005934	16	15
OG0005935	10	8
OG0005936	7	5
OG0005937	7	6
OG0005938	10	9
OG0005939	10	9
OG0005940	4	3
OG0005941	8	8
OG0005942	9	9
OG0005943	7	6
OG0005944	8	8
OG0005945	7	4
OG0005946	6	6
OG0005947	6	4
OG0005948	8	5
OG0005949	6	5
OG0005950	6	5
OG0005951	9	8
OG0005952	7	7
OG0005953	8	7
OG0005954	10	10
OG0005955	7	5
OG0005956	11	10
OG0005957	9	9
OG0005958	8	3
OG0005959	9	8
OG0005960	7	6
OG0005961	9	9
OG0005962	12	12
OG0005963	7	3
OG0005964	11	10
OG0005965	5	3
OG0005966	5	5
OG0005967	7	7
OG0005968	5	4
OG0005969	7	7
OG0005970	6	5
OG0005971	11	7
OG0005972	10	8
OG0005973	6	4
OG0005974	6	5
OG0005975	6	4
OG0005976	7	6
OG0005977	5	3
OG0005978	6	4
OG0005979	10	8
OG0005980	6	4
OG0005981	11	11
OG0005982	8	8
OG0005983	9	5
OG0005984	7	6
OG0005985	7	5
OG0005986	6	4
OG0005987	4	2
OG0005988	10	7
OG0005989	7	7
OG0005990	16	15
OG0005991	8	6
OG0005992	20	20
OG0005993	7	7
OG0005994	6	4
OG0005995	7	6
OG0005996	9	8
OG0005997	9	8
OG0005998	7	6
OG0005999	17	15
OG0006000	8	7
OG0006001	8	7
OG0006002	8	7
OG0006003	8	8
OG0006004	6	4
OG0006005	7	6
OG0006006	9	7
OG0006007	7	6
OG0006008	11	11
OG0006009	10	9
OG0006010	7	7
OG0006011	7	5
OG0006012	9	8
OG0006013	7	6
OG0006014	9	8
OG0006015	14	12
OG0006016	23	23
OG0006017	19	19
OG0006018	12	10
OG0006019	28	28
OG0006020	28	28
OG0006021	8	7
OG0006022	12	12
OG0006023	14	11
OG0006024	12	12
OG0006025	9	8
OG0006026	17	17
OG0006027	11	11
OG0006028	9	7
OG0006029	16	12
OG0006030	24	24
OG0006031	13	11
OG0006032	19	18
OG0006033	24	24
OG0006034	24	24
OG0006035	21	20
OG0006036	23	20
OG0006037	27	27
OG0006038	29	29
OG0006039	29	29
OG0006040	29	29
OG0006041	29	29
OG0006042	23	19
OG0006043	28	28
OG0006044	29	29
OG0006045	29	29
OG0006046	29	29
OG0006047	29	29
OG0006048	29	29
OG0006049	28	28
OG0006050	29	29
OG0006051	29	29
OG0006052	26	26
OG0006053	27	27
OG0006054	29	29
OG0006055	29	29
OG0006056	29	29
OG0006057	29	29
OG0006058	28	28
OG0006059	4	2
OG0006060	16	10
OG0006061	10	10
OG0006062	3	2
OG0006063	6	6
OG0006064	5	5
OG0006065	6	5
OG0006066	4	3
