Orthogroup	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
OG0071205								CAEEL05867																
OG0071206								CAEEL05875																
OG0071207								CAEEL05879																
OG0071208								CAEEL05881																
OG0071209								CAEEL05885																
OG0071210								CAEEL05892																
OG0071211								CAEEL05893																
OG0071212								CAEEL05900																
OG0071213								CAEEL05902																
OG0071214								CAEEL05905																
OG0071215								CAEEL05909																
OG0071216								CAEEL05911																
OG0071217								CAEEL05917																
OG0071218								CAEEL05933																
OG0071219								CAEEL05934																
OG0071220								CAEEL05938																
OG0071221								CAEEL05946																
OG0071222								CAEEL05949																
OG0071223								CAEEL05950																
OG0071224								CAEEL05962																
OG0071225								CAEEL05966																
OG0071226								CAEEL05977																
OG0071227								CAEEL05979																
OG0071228								CAEEL05981																
OG0071229								CAEEL05982																
OG0071230								CAEEL05984																
OG0071231								CAEEL05987																
OG0071232								CAEEL05988																
OG0071233								CAEEL06021																
OG0071234								CAEEL06024																
OG0071235								CAEEL06025																
OG0071236								CAEEL06034																
OG0071237								CAEEL06039																
OG0071238								CAEEL06050																
OG0071239								CAEEL06053																
OG0071240								CAEEL06058																
OG0071241								CAEEL06087																
OG0071242								CAEEL06092																
OG0071243								CAEEL06093																
OG0071244								CAEEL06110																
OG0071245								CAEEL06111																
OG0071246								CAEEL06117																
OG0071247								CAEEL06122																
OG0071248								CAEEL06133																
OG0071249								CAEEL06137																
OG0071250								CAEEL06140																
OG0071251								CAEEL06142																
OG0071252								CAEEL06143																
OG0071253								CAEEL06152																
OG0071254								CAEEL06157																
OG0071255								CAEEL06162																
OG0071256								CAEEL06164																
OG0071257								CAEEL06167																
OG0071258								CAEEL06177																
OG0071259								CAEEL06178																
OG0071260								CAEEL06186																
OG0071261								CAEEL06191																
OG0071262								CAEEL06193																
OG0071263								CAEEL06194																
OG0071264								CAEEL06195																
OG0071265								CAEEL06198																
OG0071266								CAEEL06201																
OG0071267								CAEEL06208																
OG0071268								CAEEL06214																
OG0071269								CAEEL06220																
OG0071270								CAEEL06226																
OG0071271								CAEEL06235																
OG0071272								CAEEL06240																
OG0071273								CAEEL06242																
OG0071274								CAEEL06244																
OG0071275								CAEEL06245																
OG0071276								CAEEL06246																
OG0071277								CAEEL06247																
OG0071278								CAEEL06252																
OG0071279								CAEEL06261																
OG0071280								CAEEL06265																
OG0071281								CAEEL06267																
OG0071282								CAEEL06271																
